ref_id,class,verdict,n_pass,n_applicable,correspondence,canonical_claim,static_artifact,disk_probe,validation,axis,reverify_verdict,reverify_evidence
MD_DATA_RA_008,BEHAVIORAL,STATIC-CITED,0,1,OK,Sub-records: SI $DATA (0x80): 60-byte stream summary + inline content at val[0x3C]. file_size at val[0x20]. summary_size,,cite,proofs/validation/MD_DATA_RA_008.csv,none,CONTRADICTED,"SI $DATA (marker 0x80000001) summary_size@0x0C == 0x30 on 367,347/367,347 v3.14 + 9/9 v3.15 = 100% on v3.14+. BUT on v3.4/v3.7/v3.9/v3.10 there are ZERO marker-0x80000001 SI $DATA records (3,169 v3.4 + 442 v3.7 + 1,402 v3.9 + 500 v3.10 resident files, all 0 SI). v3.4 resident $DATA uses a different encoding (summary@0x0C == 0x1a0, file_size in content area, value+0x58 still = file size)."
MD_DATA_RA_009,BEHAVIORAL,STATIC-CITED,0,1,OK,"Sub-records: MI $DATA (0x80): 40B keys, 40-288B values. Does NOT follow common 12B header. Contains extent/allocation me",,cite,proofs/validation/MD_DATA_RA_009.csv,none,CONFIRMED-ALLDISK,"MI $DATA (marker 0x80000002): key length == 40 bytes on 100% of MI entries every version (v3.7:582/582, v3.9:2076/2076, v3.10:392/392, v3.14:72,255/72,255). Does NOT follow the 12B common header. Inner header size@0x00==0x88 on exactly the extent-bearing half (the rest are 0x0-summary stubs)."
MD_DATA_RA_010,BEHAVIORAL,STATIC-CITED,0,1,OK,Sub-records: $DATA (type 0x80) stream_flags at val+0x38 encodes the checksum type + integrity bit (not a plain resident/,,cite,proofs/validation/MD_DATA_RA_010.csv,none,CONFIRMED-ALLDISK,"SI $DATA stream_flags@0x38 distribution across 367,356 v3.14+ SI $DATA records: 0x2 (367,178 = CRC), 0x4 (177 = SHA-256), 0x10002 (1 = CRC + integrity bit 0x10000). Encodes checksum-type (low byte) + integrity bit (0x10000), NOT a plain resident/non-resident boolean. Stream summary header at val+0x00; content at val+0x3C."
MD_ATTR_RA_014,BEHAVIORAL,STATIC-CITED,0,1,OK,Sub-records: Sub-record value format cross-version: ALL layouts identical across v3.4/v3.7/v3.9/v3.10/v3.14/Insider. Onl,,cite,proofs/validation/MD_ATTR_RA_014.csv,none,CONFIRMED-ALLDISK,"Sub-record VALUE format identical across versions: the const@8=0x0C 12-byte header and per-type value layouts hold on v3.4, v3.7, v3.9, v3.10, v3.14, v3.15(Insider) - 378222/378222 const=0x0C. KEY format differs as claimed: v3.4 has NO marker (type code at key[8:10], e.g. 0x90/0x38), v3.7+ has marker 0x80000001/0x80000002 at key[8:12] with type at key[12:14]. Directly verified by dumping raw embedded keys on v3.4 vs v3.7 vs v3.14."
MD_ATTR_RA_017,BEHAVIORAL,STATIC-CITED,0,1,OK,"Sub-records: Insider sub-record census: 123367 total across 26668 OIDs. 0x39=26560, 0x90=26668, SI_0x80=33560, MI_0x80=2",,cite,proofs/validation/MD_ATTR_RA_017.csv,none,CONFIRMED-ALLDISK,"Insider (winsider.raw v3.14) census matches claim nearly exactly: measured 0x39=26560(claim 26560), SI_0x80=33560(33560), MI_0x80=28739(28739), 0xD0=3877(3877), 0xE0=3852(3852), 0xC0=109(109), 0xB0=2(2). Only 0x90=26560 (claim 26668) and total/OID-count differ by ~108 (OIDs reachable from dir-tree 0x600 vs claim's broader walk)."
FN_DTBL_001,STRUCTURAL,CONFIRMED,112,112,OK,Directory Table: Directory Descriptor row: type 0x10,proofs/static/build_object_map__forefst.txt,attr_types,proofs/validation/FN_DTBL_001.csv,none,INFERRED,"Directory rows present as key_flags 0x02 + directory attribute bit 0x10000000 at value+0x40 (115,682 non-resident/dir entries). 'type 0x10' = the $SI/descriptor key type, confirmed 32,726 type-0x10 own-rows across corpus."
FN_DTBL_002,STRUCTURAL,CONFIRMED,112,112,OK,Directory Table: File row: type 0x00010030 + filename,proofs/static/walk_bplus__forefst.txt,dirkey,proofs/validation/FN_DTBL_002.csv,none,CONFIRMED-ALLDISK,"type-0x30 filename entries: key[0:2]==0x0030 on 525,178/525,178 rows; filename at key+0x04 decodes as UTF-16LE on 525,178/525,178; all 111 images."
FN_DTBL_003,STRUCTURAL,CONFIRMED,112,112,OK,"Directory Table: Type 0x20 is the per-object FileId-resolution index (RefsFindFileId/RefsCreateFileId2), NOT a directory",proofs/static/build_object_map__forefst.txt,attr_types,proofs/validation/FN_DTBL_003.csv,none,INFERRED,"type-0x20 / 0x80000020 FileId-resolution index entries present (451,181 across corpus). Key marker 0x80000020 confirmed on disk."
FN_DTBL_004,STRUCTURAL,CONFIRMED,112,112,OK,Directory Table: Directory Link row: type 0x00020030 + dirname,proofs/static/walk_bplus__forefst.txt,dirkey,proofs/validation/FN_DTBL_004.csv,none,INFERRED,Directory-link rows are type-0x30 entries (key 0x0030 + key_flags); the '0x00020030' = key_flags 0x02 (non-resident/dir) + type 0x30. dirname decodes as UTF-16LE.
FN_DTBL_005,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,"Directory Entries: key_flags is u16 at key+0x02, NOT first 4 bytes of row header. Values 0x68/0x2a8 are row sizes. CORRE",proofs/static/walk_bplus__forefst.txt,dirkey,proofs/validation/FN_DTBL_005.csv,none,CONFIRMED-ALLDISK,"type-0x30 key_flags at key+0x02 across 525,178 entries on 111 images: {0x01: 409,496 ; 0x02: 115,682 ; 0x04: 0}. 0x04 NEVER appears. Directories are kf=0x02 with directory bit 0x10000000 at value+0x40."
FN_DTBL_006,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,Directory Entries: Directory key has no Reserved(4) field at 0x04. Correct: Type(2)+key_flags(2)+Filename(var) starting ,proofs/static/walk_bplus__forefst.txt,dirkey,proofs/validation/FN_DTBL_006.csv,none,CONFIRMED-ALLDISK,"type-0x30 key = Type(2)@0x00 + key_flags(2)@0x02 + Filename(var)@0x04. Filenames decode 525,178/525,178 from key[4:] as UTF-16LE; no 4-byte Reserved field at 0x04."
MD_DATA_RA_004,PURE-RD-LAYOUT,CONFIRMED,53,53,OK,Data Extents: Type 0x40 key is 24 bytes: attr_type(2)=0x0040 + key_flags(2) + reserved(4) + stream_index(8) + parent_oid,proofs/static/walk_bplus__forefst.txt,row0x40,proofs/validation/MD_DATA_RA_004.csv,none,CONFIRMED-ALLDISK,"type-0x40 file-extent key is 24 bytes on 41,018/41,018 keys across 53 images: attr_type(2)@0x00==0x0040 (100%), key_flags(2)@0x02==0x8000, reserved(4)@0x04, stream_index(8)@0x08, parent_oid(8)@0x10. Example: 4000 0080 00000000 0300000000000000 0207000000000000 in OID 0x702 -> stream_index=3, parent_oid=0x702."
MD_DATA_RA_005,PURE-RD-LAYOUT,CONTESTED,42,53,OK,"Data Extents: Type 0x40 value main header: file_size at offset +0x58, alloc_size at +0x60, timestamps at +0x28, file_att",proofs/static/walk_bplus__forefst.txt,row0x40,proofs/validation/MD_DATA_RA_005.csv,none,CONFIRMED-ALLDISK,"type-0x40 value header: file_size@0x58, alloc_size@0x60, timestamp@0x28, attrs@0x48. Sanity on 40,247/40,247 type-0x40 values (53 images): file_size<=alloc (100%), ts@0x28 sane FILETIME 2010-2040 (100%), attrs@0x48 plausible (100%). Strong cross-check: alloc@0x60 == roundup(file_size@0x58, cluster) on 4,656/4,656 files with data extents; alloc == sum(run_lengths)*cs on 4,463/4,656."
MD_DDIR_001,STRUCTURAL,CONFIRMED,112,112,OK,Directory Descriptor: Creation time,,si_field,proofs/validation/MD_DDIR_001.csv,none,,
MD_DDIR_002,STRUCTURAL,CONFIRMED,112,112,OK,Directory Descriptor: Modification time,,si_field,proofs/validation/MD_DDIR_002.csv,none,,
MD_DDIR_003,STRUCTURAL,CONFIRMED,112,112,OK,Directory Descriptor: Metadata modification time,,si_field,proofs/validation/MD_DDIR_003.csv,none,,
MD_DDIR_004,STRUCTURAL,CONFIRMED,112,112,OK,Directory Descriptor: Access time (may be disabled),,si_field,proofs/validation/MD_DDIR_004.csv,none,,
MD_DDIR_005,BEHAVIORAL,STATIC-CITED,0,1,OK,Directory Descriptor: Flags,,cite,proofs/validation/MD_DDIR_005.csv,none,,
MD_DDIR_006,BEHAVIORAL,STATIC-CITED,0,1,OK,Directory Descriptor: Security descriptor ID,,cite,proofs/validation/MD_DDIR_006.csv,none,,
CT_DRNT_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Data Run Table: Starting LCN of data run,,cite,proofs/validation/CT_DRNT_001.csv,none,,
CT_DRNT_002,BEHAVIORAL,STATIC-CITED,0,1,OK,"Data Run Table: Flags: 0x0010=data, 0x0080=CRC32, 0x0100=CRC64",,cite,proofs/validation/CT_DRNT_002.csv,none,CONTRADICTED,"v3.14 strict extent flag census (76,476 entries / 47 images): real flags = 0x180050 (72,706), 0x180040 (3,923), 0x180850 (396), 0x1c00d0 (261), 0x180054 (119), 0x180064 (31). 0x180040 is a genuine data-run extent but has bit 0x10 CLEAR; no high-frequency flag has bit 0x100; 0x1c00d0 (bit 0x80 set) is the integrity checksum-page entry, NOT a CRC32 selector."
CT_DRNT_003,BEHAVIORAL,STATIC-CITED,0,1,OK,Data Run Table: Total length of data run,,cite,proofs/validation/CT_DRNT_003.csv,none,,
CT_DRNT_004,BEHAVIORAL,STATIC-CITED,0,1,OK,Data Run Table: Optional per-cluster checksums,,cite,proofs/validation/CT_DRNT_004.csv,none,CONFIRMED-ALLDISK,Integrity per-cluster checksum extents (flag 0x1c00d0) present and all run_length==1 on 261/261 entries across v3.14 integrity-enabled files; absent on non-integrity files (optional). 24-byte extent stride parses cleanly.
CT_DRNT_RA_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Data Run Table: Snapshot extent entries use same 24-byte format (VLCN+flags+file_VCN+run_length) as regular type-0x40 da,,cite,proofs/validation/CT_DRNT_RA_001.csv,none,CONFIRMED-ALLDISK,All 29 snapshot streams across 10 snapshot-bearing images resolve via the identical 24-byte extent format (VLCN@0x00 + flags@0x08 + file_VCN@0x0C + pad@0x10 + run_length@0x14) used by type-0x40 data runs. forefst.recover_snapshot_streams uses the same parse path as type-0x40.
MD_DATA_RA_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Data Extents: Non-resident extent entry is 24 bytes: VLCN(4) + VLCN_hi(4) + flags(4) + file_VCN(4) + pad(4) + run_length,,cite,proofs/validation/MD_DATA_RA_001.csv,none,CONFIRMED-ALLDISK,"24-byte extent entry: VLCN(8)@0x00 + flags(4)@0x08 + file_VCN(4)@0x0C + pad(4)@0x10 + run_length(4)@0x14. pad@0x10 == 0 on 76,476/76,476 v3.14 extent entries across 47 images. Decodes correctly on win11refs4gattributes (8 extents, VCN strictly increasing). alloc@0x60 == roundup(file_size@0x58) on 4,656/4,656 files with extents."
MD_DATA_RA_002,BEHAVIORAL,STATIC-CITED,0,1,OK,Data Extents: Single-extent inline shortcut: 0x80000002 marker(4) + VLCN(4) + cluster_count(8) for contiguous files,,cite,proofs/validation/MD_DATA_RA_002.csv,none,CONTRADICTED,16-byte single-extent shortcut is a phantom (24-byte stride 31523/0)
MD_DATA_RA_003,BEHAVIORAL,STATIC-CITED,0,1,OK,Data Extents: Hardlinked files share a single type 0x40 extent entry in the original directory's B+-tree [SUPERSEDED by ,,cite,proofs/validation/MD_DATA_RA_003.csv,none,INFERRED,Hard-link behavior is non-resident type-0x30 + type-0x40 extent sharing; SUPERSEDED by FN_LINK_002/#340. On disk hard-linked files share extents in the home directory's tree (home-dir backref at type-0x30 value+0x08).
MD_DATA_RA_006,BEHAVIORAL,STATIC-CITED,0,1,OK,Data Extents: Hardlink directories contain local type 0x40 stub with alloc_size=0 and file_size=0 — extent data only in ,,cite,proofs/validation/MD_DATA_RA_006.csv,none,CONFIRMED-ALLDISK,"CONFIRMED 2026-06-19 (content-aware re-verify): the alloc=0/size=0 local type-0x40 stub IS a real on-disk form (synthetic/attributes, e.g. xbpt_ -- 29 specials/7 attributes) with real extents in the home dir; fsutil-created links (win11refs2gtargeted) have NO local 0x40 (home-backref reached). Both forms valid; stub not refuted. Tool grouping is content-aware. Supersedes the 2026-06-18 pre-fix verdict."
MD_SF_RA_001,BEHAVIORAL,STATIC-CITED,0,1,OK,"Sparse Files: Sparse file creation requires 3-step process on ReFS: (1) create file, (2) fsutil sparse setflag, (3) fsut",,cite,proofs/validation/MD_SF_RA_001.csv,none,,
MD_SF_RA_002,BEHAVIORAL,STATIC-CITED,0,1,OK,Sparse Files: Sparse flag appears as Basic info change (0x8000) in USN with attribute changing from 0x20 to 0x220 (addin,,cite,proofs/validation/MD_SF_RA_002.csv,none,,
MD_SF_RA_004,BEHAVIORAL,STATIC-CITED,0,1,OK,Sparse Files: Fully sparse files have alloc_size=0 on disk (confirmed via refs_dataruns.py). No clusters allocated for f,,cite,proofs/validation/MD_SF_RA_004.csv,none,,
CT_ALLC_RA_001,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,"Allocator Table: Deep allocator row structure: key=[range_start,range_length]. Two value formats: bitmap (24B header + 2",proofs/static/walk_bplus__forefst.txt,root_row,proofs/validation/CT_ALLC_RA_001.csv,none,CONFIRMED-ALLDISK,"Bitmap row=2072B with key=[range_start@0x00,range_length@0x08], free_count@0x10, flags@0x12, header_size@0x14, used_count@0x16, bitmap@0x18. Invariant free_count==range_length-popcount(bitmap) on 5172/5172 clean bitmap rows across all images. Compact rows=24B (1172 seen), flag 0x2=fully-allocated. Tiers: Medium=root#1(virtual), Container=root#2(virtual), Small=root#12(real LCN)."
CT_BKRC_RA_001,PURE-RD-LAYOUT,CONFIRMED,37,37,OK,"Block RefCount Table: Deep row structure: Key=[StartLCN(u64), BlockCount(u64)]. Value=28B header + BlockCount*u16 refcou",proofs/static/walk_bplus__forefst.txt,root_row,proofs/validation/CT_BKRC_RA_001.csv,none,CONFIRMED-ALLDISK,"block-refcount value 0x820; TotalRefCount@0x18=sum, array@0x1C, 230/230"
CT_BKRC_RA_002,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Block RefCount: BRC key = start_lcn(u64) + block_count(u64 always 0x400). Value = 1024 per-cluster u16: bit 15=shared/de,,cite,proofs/validation/CT_BKRC_RA_002.csv,none,CONFIRMED-ALLDISK,"cluster_count 0x400, one entry/cluster, 230/230"
MD_ATTR_RA_005,ABSENCE,CONFIRMED,112,112,OK,"B+-tree: User OIDs (>=0x600) have exactly 4 B+-tree key types: 0x10 ($SI), 0x20 (reverse index), 0x30 (filenames), 0x40 ",proofs/static/build_object_map__forefst.txt,attr_types,proofs/validation/MD_ATTR_RA_005.csv,none,CONFIRMED-ALLDISK,"Across 32605 user OIDs (>=0x600) on 107 images, top-level B+-tree key types are {0x10:32605, 0x20:450410, 0x30:525178, 0x40:40247}. Types 0x80-0x100 appear ONLY as embedded sub-records, NEVER as top-level keys (0 occurrences). One edge anomaly: 380 rows of key-type 0x0 on a single OID (0x766) of the single 2TB volume win11refs2tmillionsofactions.raw (the known #337 allocator-anomaly image) - unrelated to the 0x80-0x100 invariant."
CT_CTBL_001,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,Container Table: Key: container identifier,proofs/static/_parse_ct_page__forefst.txt,ct_row,proofs/validation/CT_CTBL_001.csv,cluster,CONFIRMED-ALLDISK,CT key=16B: Container ID(u64)@0x00 + constant tag(u64)@0x08==0x0000000100000000 on 796688/796688 rows across 113 images.
CT_CTBL_RA_007,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,"Virtual Addressing: Address translation shift = CPC.bit_length() = 15 (4K) / 11 (64K), NOT log2(CPC) = 14/10. Driver sto",proofs/static/Translator__forefst.txt,cpc,proofs/validation/CT_CTBL_RA_007.csv,cluster,CONFIRMED-ALLDISK,"shift==CPC.bit_length()==15(4K)/11(64K) on 113/113 images; addr translate (cid<<shift -> phys start) ok on 113/113. E2: win11 GetContainerIdFromRealRange @0x1400b3e64 = '*param_4 = *param_3 >> ((char)*(...+0x50)+1U & 0x3f)', i.e. >> (log2(CPC)+1) = CPC.bit_length(). Verified driver source."
CT_CTBL_RA_003,STRUCTURAL,CONFIRMED,112,112,OK,Container Table: Both SHA256 checksums AND 64K clusters cause container row size to increase from 160 to 224 bytes (they,proofs/static/_parse_ct_page__forefst.txt,ct_row,proofs/validation/CT_CTBL_RA_003.csv,cluster,CONFIRMED-ALLDISK,"Row-len by class: (4096,CRC32-C,160B)=106 imgs; (4096,SHA256,224B)=2; (65536,CRC64,224B)=3; (65536,SHA256,224B)=2. So 64K OR SHA256 -> 224B; neither stacks beyond 224B (SHA256+64K still 224B, not 288B)."
CT_CTBL_006,PURE-RD-LAYOUT,CONFIRMED,107,107,OK,"Container Table: 0x90-0x98: physical start LCN (4K clusters, Prade)",proofs/static/_parse_ct_page__forefst.txt,ct_row,proofs/validation/CT_CTBL_006.csv,cluster,CONFIRMED-ALLDISK,value+0x90 == value[len-16] (physical start) on 517815/517815 160-byte (4K) rows across all 4K images.
MD_USN_RA_004,STRUCTURAL,STATIC-CITED,0,1,OK,Sub-records: Type 0xF0 = USN change-journal $Max metadata (NTFS $UsnJrnl:$Max: MaximumSize@+0x00 / AllocationDelta@+0x08,,cite,proofs/validation/MD_USN_RA_004.csv,none,CONFIRMED-ALLDISK,"USN $Max metadata is a single-instance sub-record (marker 0x80000001) inside the Change Journal value (NOT a separately-walkable type-0xF0 B+-tree attribute; none found in the CJ object tree). Wrapper = 12B (flags u32, size=0x20, type=0xC); $Max body (32B) at wrapper+0x0C: MaximumSize u64@+0x00 (0x2000000=32MB or 0x...=larger, standard journal sizes), AllocationDelta u64@+0x08, UsnId FILETIME u64@+0x10 (valid e.g. 0x01dce1857f465fdd=2026-05-11), LowestValidUsn at body+0x18. Held on 9/9 USN-active images."
MD_ATTR_RA_015,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Sub-records: $I30_INDEX (type 0x90): 140-byte value is 100% constant across all OIDs and all versions. Static B+-tree co,,cite,proofs/validation/MD_ATTR_RA_015.csv,none,CONFIRMED-ALLDISK,"$I30_INDEX (0x90): value is 100%-constant within each version - only 2 distinct values corpus-wide (140-byte v3.7+ template x32092, 148-byte v3.4 template x513). flags=0x00010240 at value+0x10, entry_size=0x70 at value+0x1c/0x20, summary@0x0C=0x30, all constant. Present in 32605/32605 user OIDs."
CT_ALLC_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Small Allocator: Manages own tree + Med Alloc + BRC + Integrity State,,cite,proofs/validation/CT_ALLC_001.csv,none,INFERRED,"E2 symbols present: CmsAllocator, GetIntegrityStateTable, TriageIntegrityState, GetNumAllocatedForContainerEntry. Disk: allocator tree exists at roots 1/2/12 and integrity-state at root 11 on all 113 images."
CT_ALLC_002,BEHAVIORAL,STATIC-CITED,0,1,OK,Medium Allocator: Main allocator for trees and file contents,,cite,proofs/validation/CT_ALLC_002.csv,none,,
CT_ALLC_003,BEHAVIORAL,STATIC-CITED,0,1,OK,Container Allocator: Allocator for itself and Container Table,,cite,proofs/validation/CT_ALLC_003.csv,none,,
CT_BKRC_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Block Ref Count Table: Inferred support for cloning/dedup; fields unknown,,cite,proofs/validation/CT_BKRC_001.csv,none,INFERRED,"E2 symbols: CmsBlockRefcount, AdjustRefcount, IncrementRefcount, MsKmeBlockRefCountUnderflowEventNotification. Disk: BRC root#6 populated only on v3.14 sharing-active images (37/113), tracking shared/dedup clusters."
CT_CNTX_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Container Index Table: Named but no field layout provided,,cite,proofs/validation/CT_CNTX_001.csv,none,,
CT_CTBL_005,LITERATURE,STATIC-CITED,0,1,OK,Container Table: 0x20-0x28: free clusters in container (Prade),,cite,proofs/validation/CT_CTBL_005.csv,none,INFERRED,"value+0x20 (u64) on REAL container rows (v3.4 win10): always <= CPC, e.g. free20=4 for partially-used, =16384 for fully-free containers - behaves like a free-cluster count. On all-0xFF sentinel rows (unused containers) the whole 0x20-0x2F block is 0xFF. hi-dword@0x2C==0 on 796625/796688 real rows (the 63 nonzero are 0xFF sentinels)."
CT_CTBL_008,LITERATURE,STATIC-CITED,0,1,OK,"Container Table: 0x98-0xA0: number of clusters (4K, Prade)",,cite,proofs/validation/CT_CTBL_008.csv,none,INFERRED,"value+0x18 (CPC, u32) holds 16384(4K)/1024(64K) on 796688/796688 rows; trailing copy at 0x98(160B)/0xD8(224B). The 'number of clusters'=CPC is the count of clusters in the container."
CT_CTBL_011,LITERATURE,STATIC-CITED,0,1,OK,Container Table: 0xA8-0xAC: CPC clusters per container (Lee),,cite,proofs/validation/CT_CTBL_011.csv,none,CONTRADICTED,value+0xA8 (u32) == 0 on 278873/278873 224-byte rows (CPC@0xA8 never matches the real CPC 16384/1024). CPC is at value+0x18 (and trailing copy at 0x98/0xD8). 0xA8 is out of bounds for 160B rows.
CT_MISC_001,BEHAVIORAL,STATIC-CITED,0,1,OK,B+ Tree Remnants: B+ tree balancing leaves recoverable remnants,,cite,proofs/validation/CT_MISC_001.csv,none,,
CT_MISC_002,BEHAVIORAL,STATIC-CITED,0,1,OK,Trash Stream Table: Large deleted files retained; threshold by data-run count,,cite,proofs/validation/CT_MISC_002.csv,none,,
CT_COMP_RA_001,ABSENCE,STATIC-CITED,0,1,OK,Compression: Compression configuration NOT visible via fsutil or raw metadata structures — only refsutil compression /q,,cite,proofs/validation/CT_COMP_RA_001.csv,none,,
CT_COMP_RA_002,ABSENCE,STATIC-CITED,0,1,OK,"Compression: Compression requires dedup engine + background job; refsutil compression /c only sets parameters, does not ",,cite,proofs/validation/CT_COMP_RA_002.csv,none,,
FN_ADDR_001,STRUCTURAL,STATIC-CITED,0,1,OK,Metadata Addresses: 128-bit: directory_id | file_id; root=0x600,,cite,proofs/validation/FN_ADDR_001.csv,none,,
FN_LINK_001,ABSENCE,STATIC-CITED,0,1,OK,"Hard Links: Hard links abolished in ReFS 3.4 (Win10); fully supported in ReFS 3.14 (Win11 native, CHKP flag 0x080 requir",,cite,proofs/validation/FN_LINK_001.csv,none,INFERRED,Disk layer confirms the version delta: v3.4 non-resident type-0x30 = key_flags 0x02 / 72-byte value; v3.14 = key_flags 0x02 / 84-byte value (the +12B carries the home backref + ordinal hard-link fields). v3.14 images contain genuine hard-link groups (multiple names sharing home+ordinal); v3.4 images contain none. 'Hard links abolished in v3.4 / supported in v3.14' is consistent with the on-disk evidence.
FN_MISC_001,LITERATURE,STATIC-CITED,0,1,OK,Entry Blocks: v1.2: 64 KiB entry blocks; v3.2+: different sizes,,cite,proofs/validation/FN_MISC_001.csv,none,CONFIRMED-ALLDISK,"Metadata page (entry block) = 4 clusters on 4K-cluster volumes (MSB+ self-LCN slots consecutive: e.g. 65780/65781/65782/65783 => 16 KiB page) and 1 cluster on 64K-cluster volumes (slot0 only, slots1-3=0 => 64 KiB page). Confirmed on 4K and 64K sample images."
FN_OPEN_SA_001,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Object Table: RefsCommonCreate: core file/directory create and open logic (~18679/19580 bytes). Calls RefsEditFileBegin ,proofs/static/RefsCommonCreate__decomp.txt,static_dossier,proofs/validation/FN_OPEN_SA_001.csv,none,,
FN_PATH_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Path Recovery: OID Table + Parent-Child + dir names for full path,,cite,proofs/validation/FN_PATH_001.csv,none,,
MD_ATTR_003,BEHAVIORAL,STATIC-CITED,0,1,OK,"Attributes: $DIR_LINK: new in ReFS, stores dir name+parent ID+timestamps",,cite,proofs/validation/MD_ATTR_003.csv,none,,
MD_ATTR_004,BEHAVIORAL,STATIC-CITED,0,1,OK,Attributes: $OBJECT_ID: present but possibly partial support,,cite,proofs/validation/MD_ATTR_004.csv,none,,
MD_ATTR_006,BEHAVIORAL,STATIC-CITED,0,1,OK,Attributes: $INDEX_ROOT: present but appears unused,,cite,proofs/validation/MD_ATTR_006.csv,none,,
MD_ATTR_007,BEHAVIORAL,STATIC-CITED,0,1,OK,"Attributes: $NAMED_DATA: ADS, resident, limited size",,cite,proofs/validation/MD_ATTR_007.csv,none,INFERRED,"ADS observed on disk as resident 0xB0 sub-records (marker MI 0x80000002, StreamSummary flags!=0) with a named key, e.g. 'latotale'/'test2'/'test3' (116-byte values). The string '$NAMED_DATA' itself is an E1 binary literal, not on disk; 'resident, limited size' is the static label."
MD_ATTR_008,ABSENCE,STATIC-CITED,0,1,OK,Attributes: $REPARSE_POINT: reparse metadata for symlinks/junctions. Type code 0xC0 (NTFS-equivalent). Stored as separat,,cite,proofs/validation/MD_ATTR_008.csv,none,CONFIRMED-ALLDISK,"Reparse data stored as a separate 0xC0 sub-record (NOT inline in the 0x30 dir entry): 2099 occurrences of type 0xC0 across the corpus, each a REPARSE_DATA_BUFFER at val[0x0C]. The type code on disk is 0xC0 (not NTFS's 0xC0... matches). Reparse FLAG 0x400 appears in dirent value+0x40 (e.g. 0x420, 2047 files)."
MD_ATTR_009,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,Attributes: $USN_INFO: Change Journal org metadata (unofficial name),,cite,proofs/validation/MD_ATTR_009.csv,none,INFERRED,"The '$USN_INFO' name is analyst-assigned (not on disk, not in PDB). The USN $Max attribute IS on disk as a 0xF0 sub-record (44B, SI marker) on OID 0x520 'FS Metadata' in 9 USN-active images. No byte signal validates the specific name '$USN_INFO'."
MD_ATTR_010,STRUCTURAL,STATIC-CITED,0,1,OK,"Attributes: $EA_INFORMATION (0xD0) + $EA (0xE0): Extended Attributes. Two-phase lookup: 0xD0 header (sizes/counts), then",,cite,proofs/validation/MD_ATTR_010.csv,none,CONFIRMED-ALLDISK,"Two-phase EA: 0xD0 ($EA_INFO header, 20B fixed) + 0xE0 ($EA body) both present as separate sub-records and ALWAYS co-occur per file (3875/3875 containers, 0 orphans). 0xD0 carries sizes at val[0x0C]/val[0x10]; 0xE0 carries a FILE_FULL_EA_INFORMATION chain at val[0x0C] (3875/3875 parse cleanly)."
MD_ATTR_RA_001,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,"File Attributes: Complete attribute values catalog: 0x10 (dir), 0x16 (hidden+system+dir), 0x20 (archive), 0x220 (sparse+",,cite,proofs/validation/MD_ATTR_RA_001.csv,none,CONTRADICTED,"FileAttributes at dirent value+0x40 across all images. CONFIRMED: 0x20(archive)=66067, 0x220(sparse+arch)=1, 0x420(reparse+arch)=2047, 0x4020(enc+arch)=12, 0x10000400(dir+reparse)=8. CONTRADICTED: 0x10(dir) count=0 and 0x16(hidden+system+dir) count=0 - ReFS uses the EXTENDED directory bit 0x10000000, never Win32 0x10; on disk 'hidden+system+dir' is 0x10000006, not 0x16."
MD_ATTR_RA_002,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,File Attributes: File attribute bit map with bit 10 (0x400 REPARSE_POINT) and bit 9 (0x200 SPARSE_FILE). Full bit decomp,,cite,proofs/validation/MD_ATTR_RA_002.csv,none,CONFIRMED-ALLDISK,"Bit 9 (0x200 SPARSE) and bit 10 (0x400 REPARSE) both present at dirent value+0x40: sparse combo 0x220 observed (1 file), reparse combos 0x420=2047/0x10000400=8. Integrity bit 0x8000 (0x8020, 0x8420) and EA bit 0x40000 also observed, consistent with the documented bit map."
MD_ATTR_RA_003,PURE-RD-LAYOUT,STATIC-CITED,0,1,OK,File Attributes: FileAttributes flag 0x40000 indicates Extended Attributes present — undocumented by Microsoft,,cite,proofs/validation/MD_ATTR_RA_003.csv,none,CONFIRMED-ALLDISK,"FileAttributes 0x40000 (EA-present) observed at dirent value+0x40: combos 0x40020=14181, 0x40000=10, 0x40021=15, 0x42020=1, 0x10040000=2, 0x10040020=3. The 0x40000 bit co-occurs with EA-bearing files (WSL $LX*, $KERNEL.PURGE.* etc.)."
